"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","INTENSITY","Intensity","EDUCATION_LEV","Education level","UNIT_MEASURE","Unit","YEAR","Year","Value","Flag Codes","Flags"
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",0,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",1565,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",1887,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",1353,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",1523,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",1384,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",1406,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",1485,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",187,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",201,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",354,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",346,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",408,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",333,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",412,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",0,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",448,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",464,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",491,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",448,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",450,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",608,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",541,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",22,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",27,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",28,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",17,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",19,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",29,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",36,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",0,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",300,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",272,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",331,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",276,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",252,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",321,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",307,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",20,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",25,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",24,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",13,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",14,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",25,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",33,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",0,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",148,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",192,,
